nominal_budget,replicate,sample_index,filename,gas_id,gas,concentration_ppm
40,0,22,B5_GCO_F030_R2.txt,1,CO,75.0
40,0,30,B5_GMe_F010_R2.txt,3,Methane,25.0
40,0,31,B5_GEa_F060_R1.txt,0,Ethanol,75.0
40,0,34,B5_GEy_F040_R1.txt,2,Ethylene,50.0
40,0,47,B5_GMe_F060_R2.txt,3,Methane,150.0
40,0,56,B5_GEa_F040_R1.txt,0,Ethanol,50.0
40,0,63,B5_GMe_F070_R1.txt,3,Methane,175.0
40,0,83,B5_GMe_F010_R2.txt,3,Methane,25.0
40,0,85,B5_GEa_F040_R1.txt,0,Ethanol,50.0
40,0,87,B5_GMe_F030_R2.txt,3,Methane,75.0
40,0,88,B5_GEy_F100_R1.txt,2,Ethylene,125.0
40,0,91,B5_GEa_F090_R1.txt,0,Ethanol,112.5
40,0,106,B5_GCO_F080_R1.txt,1,CO,200.0
40,0,113,B5_GEa_F090_R1.txt,0,Ethanol,112.5
40,0,117,B5_GMe_F060_R2.txt,3,Methane,150.0
40,0,120,B5_GMe_F020_R2.txt,3,Methane,50.0
40,0,122,B5_GEy_F100_R1.txt,2,Ethylene,125.0
40,0,130,B5_GMe_F010_R2.txt,3,Methane,25.0
40,0,137,B5_GCO_F030_R2.txt,1,CO,75.0
40,0,140,B5_GCO_F070_R2.txt,1,CO,175.0
40,0,154,B5_GEy_F080_R2.txt,2,Ethylene,100.0
40,0,156,B5_GEa_F060_R1.txt,0,Ethanol,75.0
40,0,166,B5_GEy_F080_R2.txt,2,Ethylene,100.0
40,0,169,B5_GMe_F020_R2.txt,3,Methane,50.0
40,0,180,B5_GCO_F070_R2.txt,1,CO,175.0
40,0,184,B5_GEy_F040_R1.txt,2,Ethylene,50.0
40,0,196,B5_GCO_F010_R1.txt,1,CO,25.0
40,0,203,B5_GEy_F040_R1.txt,2,Ethylene,50.0
40,0,216,B5_GMe_F060_R2.txt,3,Methane,150.0
40,0,227,B5_GMe_F020_R2.txt,3,Methane,50.0
40,0,231,B5_GEy_F080_R2.txt,2,Ethylene,100.0
40,0,235,B5_GEa_F090_R1.txt,0,Ethanol,112.5
40,0,238,B5_GCO_F080_R1.txt,1,CO,200.0
40,0,245,B5_GCO_F080_R1.txt,1,CO,200.0
40,0,262,B5_GMe_F070_R1.txt,3,Methane,175.0
40,0,297,B5_GEy_F020_R2.txt,2,Ethylene,25.0
40,0,303,B5_GEa_F060_R1.txt,0,Ethanol,75.0
40,0,306,B5_GCO_F010_R1.txt,1,CO,25.0
40,0,312,B5_GEy_F020_R2.txt,2,Ethylene,25.0
40,0,313,B5_GCO_F070_R2.txt,1,CO,175.0
