nominal_budget,replicate,sample_index,filename,gas_id,gas,concentration_ppm
80,0,5,B5_GEy_F060_R2.txt,2,Ethylene,75.0
80,0,8,B5_GEy_F010_R2.txt,2,Ethylene,12.5
80,0,16,B5_GEa_F050_R2.txt,0,Ethanol,62.5
80,0,17,B5_GEa_F030_R1.txt,0,Ethanol,37.5
80,0,22,B5_GCO_F030_R2.txt,1,CO,75.0
80,0,30,B5_GMe_F010_R2.txt,3,Methane,25.0
80,0,31,B5_GEa_F060_R1.txt,0,Ethanol,75.0
80,0,32,B5_GCO_F100_R2.txt,1,CO,250.0
80,0,34,B5_GEy_F040_R1.txt,2,Ethylene,50.0
80,0,41,B5_GCO_F040_R2.txt,1,CO,100.0
80,0,44,B5_GEa_F020_R2.txt,0,Ethanol,25.0
80,0,47,B5_GMe_F060_R2.txt,3,Methane,150.0
80,0,55,B5_GEa_F080_R1.txt,0,Ethanol,100.0
80,0,56,B5_GEa_F040_R1.txt,0,Ethanol,50.0
80,0,63,B5_GMe_F070_R1.txt,3,Methane,175.0
80,0,66,B5_GCO_F100_R2.txt,1,CO,250.0
80,0,80,B5_GCO_F020_R1.txt,1,CO,50.0
80,0,83,B5_GMe_F010_R2.txt,3,Methane,25.0
80,0,84,B5_GMe_F090_R1.txt,3,Methane,225.0
80,0,85,B5_GEa_F040_R1.txt,0,Ethanol,50.0
80,0,87,B5_GMe_F030_R2.txt,3,Methane,75.0
80,0,88,B5_GEy_F100_R1.txt,2,Ethylene,125.0
80,0,91,B5_GEa_F090_R1.txt,0,Ethanol,112.5
80,0,94,B5_GEa_F030_R1.txt,0,Ethanol,37.5
80,0,97,B5_GMe_F100_R1.txt,3,Methane,250.0
80,0,104,B5_GCO_F040_R2.txt,1,CO,100.0
80,0,106,B5_GCO_F080_R1.txt,1,CO,200.0
80,0,109,B5_GEa_F020_R2.txt,0,Ethanol,25.0
80,0,113,B5_GEa_F090_R1.txt,0,Ethanol,112.5
80,0,117,B5_GMe_F060_R2.txt,3,Methane,150.0
80,0,120,B5_GMe_F020_R2.txt,3,Methane,50.0
80,0,122,B5_GEy_F100_R1.txt,2,Ethylene,125.0
80,0,123,B5_GCO_F100_R2.txt,1,CO,250.0
80,0,127,B5_GMe_F100_R1.txt,3,Methane,250.0
80,0,130,B5_GMe_F010_R2.txt,3,Methane,25.0
80,0,134,B5_GCO_F020_R1.txt,1,CO,50.0
80,0,137,B5_GCO_F030_R2.txt,1,CO,75.0
80,0,140,B5_GCO_F070_R2.txt,1,CO,175.0
80,0,149,B5_GEa_F020_R2.txt,0,Ethanol,25.0
80,0,150,B5_GEy_F070_R1.txt,2,Ethylene,87.5
80,0,151,B5_GEy_F070_R1.txt,2,Ethylene,87.5
80,0,154,B5_GEy_F080_R2.txt,2,Ethylene,100.0
80,0,156,B5_GEa_F060_R1.txt,0,Ethanol,75.0
80,0,159,B5_GEy_F060_R2.txt,2,Ethylene,75.0
80,0,162,B5_GEa_F030_R1.txt,0,Ethanol,37.5
80,0,166,B5_GEy_F080_R2.txt,2,Ethylene,100.0
80,0,169,B5_GMe_F020_R2.txt,3,Methane,50.0
80,0,180,B5_GCO_F070_R2.txt,1,CO,175.0
80,0,184,B5_GEy_F040_R1.txt,2,Ethylene,50.0
80,0,185,B5_GEy_F070_R1.txt,2,Ethylene,87.5
80,0,191,B5_GCO_F100_R2.txt,1,CO,250.0
80,0,196,B5_GCO_F010_R1.txt,1,CO,25.0
80,0,199,B5_GMe_F090_R1.txt,3,Methane,225.0
80,0,203,B5_GEy_F040_R1.txt,2,Ethylene,50.0
80,0,206,B5_GCO_F020_R1.txt,1,CO,50.0
80,0,207,B5_GEy_F010_R2.txt,2,Ethylene,12.5
80,0,209,B5_GEy_F070_R1.txt,2,Ethylene,87.5
80,0,216,B5_GMe_F060_R2.txt,3,Methane,150.0
80,0,221,B5_GEy_F010_R2.txt,2,Ethylene,12.5
80,0,227,B5_GMe_F020_R2.txt,3,Methane,50.0
80,0,231,B5_GEy_F080_R2.txt,2,Ethylene,100.0
80,0,235,B5_GEa_F090_R1.txt,0,Ethanol,112.5
80,0,238,B5_GCO_F080_R1.txt,1,CO,200.0
80,0,242,B5_GCO_F020_R1.txt,1,CO,50.0
80,0,244,B5_GEa_F050_R2.txt,0,Ethanol,62.5
80,0,245,B5_GCO_F080_R1.txt,1,CO,200.0
80,0,262,B5_GMe_F070_R1.txt,3,Methane,175.0
80,0,269,B5_GEa_F050_R2.txt,0,Ethanol,62.5
80,0,276,B5_GMe_F090_R1.txt,3,Methane,225.0
80,0,277,B5_GEy_F060_R2.txt,2,Ethylene,75.0
80,0,281,B5_GMe_F090_R1.txt,3,Methane,225.0
80,0,283,B5_GEy_F060_R2.txt,2,Ethylene,75.0
80,0,284,B5_GCO_F040_R2.txt,1,CO,100.0
80,0,287,B5_GMe_F100_R1.txt,3,Methane,250.0
80,0,288,B5_GEa_F030_R1.txt,0,Ethanol,37.5
80,0,297,B5_GEy_F020_R2.txt,2,Ethylene,25.0
80,0,303,B5_GEa_F060_R1.txt,0,Ethanol,75.0
80,0,306,B5_GCO_F010_R1.txt,1,CO,25.0
80,0,312,B5_GEy_F020_R2.txt,2,Ethylene,25.0
80,0,313,B5_GCO_F070_R2.txt,1,CO,175.0
