client,split,sample_index,true_class,route_class,true_ppm,phase,physical_identity,filename,repeat_id,gas,gas_code,concentration,window_start_s,window_end_s,quality_flag,samples_per_bin_mean,empty_bin_ratio,observed_ratio,short_gap_interpolated_ratio,max_missing_run,baseline_n_raw_samples,duplicate_timestamps,sampling_completeness,pred_class,H1_federated_source_ridge_ppm,prob_class_0,prob_class_1,prob_class_2,prob_class_3,confidence,route_correct,pred_84d_h1_ppm,pred_ppm,abs_error,squared_error,pred_83d_ppm,pred_83d_oracle_ppm,pred_84d_oracle_ppm,h1_ppm,h2_ppm,h3_ppm,classification_uncertainty_risk,regression_disagreement_risk,source_prior_disagreement_risk
C5,test,1292,3,3,225.0,2,C5|B5_GMe_F090_R1.txt|1|3|225.000000|100.000000|110.000000,B5_GMe_F090_R1.txt,1,methane,Me,225.0,100.0,110.00000000000001,valid,1.62,0.0,1.0,0.0,0,243,0,1.0,0,12.5,0.7697784900665283,0.054528769105672836,0.00034552678698673844,0.1753472089767456,0.7697784900665283,0,12.5,12.5,212.5,45156.25,12.5,121.77864332851811,130.60874263822367,12.5,91.00971225132028,12.5,0.48191161544709515,0.0,0.6978641089006247
C5,test,1293,3,3,225.0,2,C5|B5_GMe_F090_R1.txt|1|3|225.000000|105.000000|115.000000,B5_GMe_F090_R1.txt,1,methane,Me,225.0,105.0,115.00000000000001,valid,1.62,0.0,1.0,0.0,0,243,0,1.0,1,25.0,0.05077917128801346,0.9428532719612122,0.00028397858841344714,0.006083460990339518,0.9428532719612122,0,25.0,25.0,200.0,40000.0,25.0,141.82466555358928,149.32047686731647,25.0,250.0,250.0,0.17324999060727359,0.0,1.0
C5,test,1294,3,3,225.0,2,C5|B5_GMe_F090_R1.txt|1|3|225.000000|115.000000|125.000000,B5_GMe_F090_R1.txt,1,methane,Me,225.0,115.0,125.00000000000001,valid,1.62,0.0,1.0,0.0,0,243,0,1.0,1,25.0,0.38548776507377625,0.4476262927055359,0.00012937691644765437,0.1667565256357193,0.4476262927055359,0,25.0,25.0,200.0,40000.0,90.34155123646352,160.37012530397186,165.67686288902743,25.0,250.0,250.0,0.9378614723682404,0.2904068943842823,1.0
C5,test,1295,3,3,225.0,2,C5|B5_GMe_F090_R1.txt|1|3|225.000000|120.000000|130.000000,B5_GMe_F090_R1.txt,1,methane,Me,225.0,120.0,130.0,valid,1.6,0.0,1.0,0.0,0,243,0,1.0,3,25.0,0.0017213675891980529,0.017203811556100845,5.859160592081025e-05,0.981016218662262,0.981016218662262,1,181.04582403655573,181.04582403655573,43.95417596344427,1931.9695846254222,176.13351552713144,176.13351552713144,181.04582403655573,25.0,85.10670004372334,12.5,0.0722948264723326,0.021832482264107965,0.3226964446387704
C5,test,1296,3,3,225.0,2,C5|B5_GMe_F090_R1.txt|1|3|225.000000|125.000000|135.000000,B5_GMe_F090_R1.txt,1,methane,Me,225.0,125.0,135.0,valid,1.62,0.0,1.0,0.0,0,243,0,1.0,1,25.0,0.001316211768426001,0.9981682300567627,0.00025709986221045256,0.0002584603207651526,0.9981682300567627,0,112.80435780037726,112.80435780037726,112.19564219962274,12587.862128585766,250.0,181.27274936586963,184.88423468623026,25.0,250.0,250.0,0.01069094789113187,0.6097584097761011,1.0
C5,test,1297,3,3,225.0,2,C5|B5_GMe_F090_R1.txt|1|3|225.000000|130.000000|140.000000,B5_GMe_F090_R1.txt,1,methane,Me,225.0,130.0,140.0,valid,1.62,0.0,1.0,0.0,0,243,0,1.0,1,25.0,0.17454853653907776,0.8069848418235779,0.000146535225212574,0.018320128321647644,0.8069848418235779,0,25.0,25.0,200.0,40000.0,119.69650561281804,155.86841006972273,162.74115144066076,25.0,250.0,250.0,0.39840853945371507,0.4208733582791913,1.0
C5,test,1298,3,3,225.0,2,C5|B5_GMe_F090_R1.txt|1|3|225.000000|140.000000|150.000000,B5_GMe_F090_R1.txt,1,methane,Me,225.0,140.0,150.0,valid,1.62,0.0,1.0,0.0,0,243,0,1.0,3,250.0,0.001510776812210679,0.00011398483184166253,0.0007930310093797743,0.997582197189331,0.997582197189331,1,250.0,250.0,25.0,625.0,250.0,250.0,250.0,250.0,250.0,250.0,0.013651107122170417,0.0,0.0
C5,test,1299,3,3,225.0,2,C5|B5_GMe_F090_R1.txt|1|3|225.000000|145.000000|155.000000,B5_GMe_F090_R1.txt,1,methane,Me,225.0,145.0,155.0,valid,1.6,0.0,1.0,0.0,0,243,0,1.0,3,250.0,0.00010828222730197012,0.00013218342792242765,9.502799366600811e-05,0.9996645450592041,0.9996645450592041,1,250.0,250.0,25.0,625.0,250.0,250.0,250.0,250.0,250.0,250.0,0.0024415865675864717,0.0,0.0
C5,test,1300,3,3,225.0,2,C5|B5_GMe_F090_R1.txt|1|3|225.000000|150.000000|160.000000,B5_GMe_F090_R1.txt,1,methane,Me,225.0,150.0,160.0,valid,1.62,0.0,1.0,0.0,0,243,0,1.0,3,250.0,0.00013845232024323195,0.00011082409037044272,8.885428542271256e-05,0.999661922454834,0.999661922454834,1,250.0,250.0,25.0,625.0,250.0,250.0,250.0,250.0,250.0,250.0,0.0024571860846180726,0.0,0.0
C5,test,1301,3,3,225.0,2,C5|B5_GMe_F090_R1.txt|1|3|225.000000|155.000000|165.000000,B5_GMe_F090_R1.txt,1,methane,Me,225.0,155.0,165.0,valid,1.64,0.0,1.0,0.0,0,243,0,1.0,3,238.14198670607152,0.0001088469143724069,0.0001267514453502372,9.877156844595447e-05,0.9996656179428101,0.9996656179428101,1,250.0,250.0,25.0,625.0,250.0,250.0,250.0,238.14198670607152,250.0,250.0,0.0024352210607007712,0.0,0.0527022813063488
C5,test,1302,3,3,225.0,2,C5|B5_GMe_F090_R1.txt|1|3|225.000000|160.000000|170.000000,B5_GMe_F090_R1.txt,1,methane,Me,225.0,160.0,170.0,valid,1.62,0.0,1.0,0.0,0,243,0,1.0,3,250.0,0.00010783386824186891,0.00013036878954153508,9.696865163277835e-05,0.9996647834777832,0.9996647834777832,1,250.0,250.0,25.0,625.0,250.0,250.0,250.0,250.0,250.0,250.0,0.0024399440504062017,0.0,0.0
C5,test,1303,3,3,225.0,2,C5|B5_GMe_F090_R1.txt|1|3|225.000000|60.000000|70.000000,B5_GMe_F090_R1.txt,1,methane,Me,225.0,60.0,70.0,valid,1.62,0.0,1.0,0.0,0,243,0,1.0,1,25.0,0.4257202744483948,0.486855685710907,9.586988744558766e-05,0.08732816576957703,0.486855685710907,0,66.55050290817331,66.55050290817331,158.4494970918267,25106.243128652794,149.64346927871597,203.32805229420717,206.09503628068035,25.0,125.26891123184443,183.4636583860437,0.9388645887374878,0.36930207275796734,0.7042829261601943
C5,test,1304,3,3,225.0,2,C5|B5_GMe_F090_R1.txt|1|3|225.000000|65.000000|75.000000,B5_GMe_F090_R1.txt,1,methane,Me,225.0,65.0,75.0,valid,1.62,0.0,1.0,0.0,0,243,0,1.0,3,25.0,0.09956002980470657,0.0550348274409771,7.012532296357676e-05,0.845335066318512,0.845335066318512,1,235.9092965777292,235.9092965777292,10.909296577729208,119.0127518208542,233.11124146801612,233.11124146801612,235.9092965777292,25.0,40.542523198129025,12.5,0.38374220597244246,0.012435800487613733,0.12463343643612901
C5,test,1305,3,3,225.0,2,C5|B5_GMe_F090_R1.txt|1|3|225.000000|75.000000|85.000000,B5_GMe_F090_R1.txt,1,methane,Me,225.0,75.0,85.00000000000001,valid,1.62,0.0,1.0,0.0,0,243,0,1.0,1,25.0,0.0996035560965538,0.46465420722961426,9.518503065919504e-05,0.43564707040786743,0.46465420722961426,0,25.0,25.0,200.0,40000.0,118.571770536976,198.3475842485083,200.8573097920334,25.0,217.4250496267112,246.52406923687195,0.9709928631782532,0.41587453571989336,0.984551418830542
C5,test,1306,3,3,225.0,2,C5|B5_GMe_F090_R1.txt|1|3|225.000000|80.000000|90.000000,B5_GMe_F090_R1.txt,1,methane,Me,225.0,80.0,90.00000000000001,valid,1.62,0.0,1.0,0.0,0,243,0,1.0,3,25.0,0.03471546620130539,0.015629518777132034,7.196966180345044e-05,0.9495830535888672,0.9495830535888672,1,220.14547489809885,220.14547489809885,4.854525101901146,23.56641396498833,216.8104059065583,216.8104059065583,220.14547489809885,25.0,56.96766375095984,12.5,0.16697118418586673,0.014822528851291407,0.19763406111537704
C5,test,1307,3,3,225.0,2,C5|B5_GMe_F090_R1.txt|1|3|225.000000|85.000000|95.000000,B5_GMe_F090_R1.txt,1,methane,Me,225.0,85.0,95.00000000000001,valid,1.62,0.0,1.0,0.0,0,243,0,1.0,3,25.0,0.07338380068540573,0.06711731851100922,0.00010835857392521575,0.8593904972076416,0.8593904972076416,1,236.05166815579398,236.05166815579398,11.051668155793976,122.13936902579063,231.46027009112632,231.46027009112632,236.05166815579398,25.0,59.33787693329278,12.5,0.3637045525495292,0.020406213620745146,0.2081683419257457
C5,test,1308,3,3,225.0,2,C5|B5_GMe_F090_R1.txt|1|3|225.000000|90.000000|100.000000,B5_GMe_F090_R1.txt,1,methane,Me,225.0,90.0,100.00000000000001,valid,1.62,0.0,1.0,0.0,0,243,0,1.0,1,25.0,0.13682270050048828,0.44368329644203186,0.00012551240797620267,0.4193685054779053,0.44368329644203186,0,168.00927555028065,168.00927555028065,56.99072444971935,3247.942673303839,160.20893266360628,233.2392578560865,239.46547667226278,25.0,250.0,250.0,0.9756852090358734,0.034668190607441654,1.0
