physical_identity,pseudo_class,confidence,accepted,hidden_true_class_posthoc,pseudo_correct_posthoc
C5|B5_GCO_F010_R1.txt|1|1|25.000000|100.000000|110.000000,2,0.9857359528541565,True,1,False
C5|B5_GCO_F010_R1.txt|1|1|25.000000|140.000000|150.000000,2,0.9632512331008911,True,1,False
C5|B5_GCO_F010_R1.txt|1|1|25.000000|90.000000|100.000000,2,0.8400096893310547,False,1,False
C5|B5_GCO_F010_R2.txt|2|1|25.000000|115.000000|125.000000,2,0.9834277033805847,True,1,False
C5|B5_GCO_F010_R2.txt|2|1|25.000000|120.000000|130.000000,2,0.9957247972488403,True,1,False
C5|B5_GCO_F010_R2.txt|2|1|25.000000|130.000000|140.000000,2,0.976007878780365,True,1,False
C5|B5_GCO_F020_R1.txt|1|1|50.000000|105.000000|115.000000,1,0.6281915903091431,False,1,True
C5|B5_GCO_F020_R1.txt|1|1|50.000000|160.000000|170.000000,2,0.994398295879364,True,1,False
C5|B5_GCO_F020_R1.txt|1|1|50.000000|75.000000|85.000000,0,0.7494195103645325,False,1,False
C5|B5_GCO_F020_R2.txt|2|1|50.000000|105.000000|115.000000,2,0.9851236939430237,True,1,False
C5|B5_GCO_F020_R2.txt|2|1|50.000000|60.000000|70.000000,1,0.9931722283363342,True,1,True
C5|B5_GCO_F020_R2.txt|2|1|50.000000|80.000000|90.000000,0,0.975343644618988,True,1,False
C5|B5_GCO_F030_R1.txt|1|1|75.000000|140.000000|150.000000,2,0.9971892237663269,True,1,False
C5|B5_GCO_F030_R1.txt|1|1|75.000000|160.000000|170.000000,2,0.9511629939079285,True,1,False
C5|B5_GCO_F030_R2.txt|2|1|75.000000|120.000000|130.000000,1,0.9834643006324768,True,1,True
C5|B5_GCO_F030_R2.txt|2|1|75.000000|155.000000|165.000000,2,0.9978041052818298,True,1,False
C5|B5_GCO_F030_R2.txt|2|1|75.000000|90.000000|100.000000,2,0.620778501033783,False,1,False
C5|B5_GCO_F030_R2.txt|2|1|75.000000|95.000000|105.000000,1,0.62387615442276,False,1,True
C5|B5_GCO_F040_R1.txt|1|1|100.000000|100.000000|110.000000,2,0.9986750483512878,True,1,False
C5|B5_GCO_F040_R1.txt|1|1|100.000000|110.000000|120.000000,2,0.9981880784034729,True,1,False
C5|B5_GCO_F040_R2.txt|2|1|100.000000|100.000000|110.000000,1,0.9872494339942932,True,1,True
C5|B5_GCO_F040_R2.txt|2|1|100.000000|105.000000|115.000000,2,0.7171282768249512,False,1,False
C5|B5_GCO_F040_R2.txt|2|1|100.000000|155.000000|165.000000,2,0.9973438382148743,True,1,False
C5|B5_GCO_F040_R2.txt|2|1|100.000000|80.000000|90.000000,0,0.9689609408378601,True,1,False
C5|B5_GCO_F050_R1.txt|1|1|125.000000|115.000000|125.000000,2,0.9985784292221069,True,1,False
C5|B5_GCO_F050_R1.txt|1|1|125.000000|120.000000|130.000000,2,0.9990240335464478,True,1,False
C5|B5_GCO_F050_R1.txt|1|1|125.000000|155.000000|165.000000,2,0.9949753284454346,True,1,False
C5|B5_GCO_F050_R2.txt|2|1|125.000000|65.000000|75.000000,2,0.5600664615631104,False,1,False
C5|B5_GCO_F050_R2.txt|2|1|125.000000|85.000000|95.000000,1,0.990517795085907,True,1,True
C5|B5_GCO_F050_R2.txt|2|1|125.000000|90.000000|100.000000,1,0.8818778395652771,False,1,True
C5|B5_GCO_F060_R1.txt|1|1|150.000000|105.000000|115.000000,2,0.9985174536705017,True,1,False
C5|B5_GCO_F060_R1.txt|1|1|150.000000|135.000000|145.000000,2,0.9823052883148193,True,1,False
C5|B5_GCO_F060_R1.txt|1|1|150.000000|155.000000|165.000000,2,0.9956191182136536,True,1,False
C5|B5_GCO_F060_R1.txt|1|1|150.000000|65.000000|75.000000,1,0.9677454233169556,True,1,True
