filename,client_id,unit_id,gas_code,gas,gas_type,class_label,classification_label,concentration_code,concentration,repeat_id,phase_label,regression_label,preprocessing,channel,mean,std,min,max,response_amplitude,slope_mean,auc,peak,trough
B5_GMe_F090_R1.txt,5,5,Me,methane,methane,3,3,090,225.0,1,late,"[0.0, 0.0, 0.0, 225.0]",legacy,0,-0.026716091064072717,0.0036897539687619817,-0.033328426136823144,-0.019363953528324637,0.013964472608498507,-8.970600083426206e-06,-29.360453767949405,-0.019363953528324637,-0.033328426136823144
B5_GMe_F090_R1.txt,5,5,Me,methane,methane,3,3,090,225.0,1,late,"[0.0, 0.0, 0.0, 225.0]",legacy,1,-0.021871608791584854,0.0030649898482231273,-0.027596601834188165,-0.01611119226886863,0.011485409565319536,-8.00960961967028e-06,-24.036901862566715,-0.01611119226886863,-0.027596601834188165
B5_GMe_F090_R1.txt,5,5,Me,methane,methane,3,3,090,225.0,1,late,"[0.0, 0.0, 0.0, 225.0]",legacy,2,-0.04103394780220879,0.00570150526633781,-0.04905723384310978,-0.03173443773864284,0.017322796104466943,-1.489754336576523e-05,-45.09678097444207,-0.03173443773864284,-0.04905723384310978
B5_GMe_F090_R1.txt,5,5,Me,methane,methane,3,3,090,225.0,1,late,"[0.0, 0.0, 0.0, 225.0]",legacy,3,-0.040860926632458834,0.008811992032186971,-0.054394526059764386,-0.023247979648553293,0.031146546411211094,-2.7433847150173538e-05,-44.908411787998,-0.023247979648553293,-0.054394526059764386
B5_GMe_F090_R1.txt,5,5,Me,methane,methane,3,3,090,225.0,1,late,"[0.0, 0.0, 0.0, 225.0]",legacy,4,-0.08778100610584647,0.012807623443265465,-0.10615162697384337,-0.06337373371998838,0.04277789325385499,-3.796110036972875e-05,-96.47487335805798,-0.06337373371998838,-0.10615162697384337
B5_GMe_F090_R1.txt,5,5,Me,methane,methane,3,3,090,225.0,1,late,"[0.0, 0.0, 0.0, 225.0]",legacy,5,-0.08589548682738936,0.011146876034642997,-0.10305976921150471,-0.06347418466276325,0.03958558454874146,-3.441459191942736e-05,-94.40220609715308,-0.06347418466276325,-0.10305976921150471
B5_GMe_F090_R1.txt,5,5,Me,methane,methane,3,3,090,225.0,1,late,"[0.0, 0.0, 0.0, 225.0]",legacy,6,-0.10095917210904938,0.014690969117521836,-0.12205592407889158,-0.07252193963879061,0.04953398444010097,-4.50563996353791e-05,-110.9578088887159,-0.07252193963879061,-0.12205592407889158
B5_GMe_F090_R1.txt,5,5,Me,methane,methane,3,3,090,225.0,1,late,"[0.0, 0.0, 0.0, 225.0]",legacy,7,-0.09691354281530618,0.027565386314831755,-0.13971269235823738,-0.04431224784088033,0.09540044451735705,-8.643348243717254e-05,-106.51278533277556,-0.04431224784088033,-0.13971269235823738
B5_GMe_F090_R1.txt,5,5,Me,methane,methane,3,3,090,225.0,1,late,"[0.0, 0.0, 0.0, 225.0]",timeaware,0,0.4229487768598242,0.7077851212315205,-0.004195705653027943,1.7631242862286818,1.7673199918817097,0.0016049483712031309,464.7862006405995,1.7631242862286818,-0.004195705653027943
B5_GMe_F090_R1.txt,5,5,Me,methane,methane,3,3,090,225.0,1,late,"[0.0, 0.0, 0.0, 225.0]",timeaware,1,0.24358039469073697,0.4129904952561147,-0.004355749821729013,1.0761544865316666,1.0805102363533956,0.0009807537407116472,267.64527462536114,1.0761544865316666,-0.004355749821729013
B5_GMe_F090_R1.txt,5,5,Me,methane,methane,3,3,090,225.0,1,late,"[0.0, 0.0, 0.0, 225.0]",timeaware,2,0.47769857781361763,0.8015116006010135,-0.0024297827228382304,2.0096596603774564,2.0120894431002947,0.0018289289586569991,524.9423854396767,2.0096596603774564,-0.0024297827228382304
B5_GMe_F090_R1.txt,5,5,Me,methane,methane,3,3,090,225.0,1,late,"[0.0, 0.0, 0.0, 225.0]",timeaware,3,0.028943342597398825,0.06025845450704658,-0.006482652590851934,0.20702381957403942,0.21350647216489135,0.00019029579489003584,31.76425906735159,0.20702381957403942,-0.006482652590851934
B5_GMe_F090_R1.txt,5,5,Me,methane,methane,3,3,090,225.0,1,late,"[0.0, 0.0, 0.0, 225.0]",timeaware,4,0.9539227073348674,1.5974212783538335,-0.007183417920982384,3.936911585564271,3.9440950034852533,0.003580371259632716,1048.3011933829223,3.936911585564271,-0.007183417920982384
B5_GMe_F090_R1.txt,5,5,Me,methane,methane,3,3,090,225.0,1,late,"[0.0, 0.0, 0.0, 225.0]",timeaware,5,0.5751365959747952,0.9755392923977976,-0.005608662172898684,2.569688095020036,2.575296757192935,0.002338856972593296,631.9420754081557,2.569688095020036,-0.005608662172898684
B5_GMe_F090_R1.txt,5,5,Me,methane,methane,3,3,090,225.0,1,late,"[0.0, 0.0, 0.0, 225.0]",timeaware,6,0.9084788945698258,1.523577265711091,-0.0067082485232349024,3.7943181506799335,3.8010263992031685,0.0034503452724120847,998.3406363342159,3.7943181506799335,-0.0067082485232349024
B5_GMe_F090_R1.txt,5,5,Me,methane,methane,3,3,090,225.0,1,late,"[0.0, 0.0, 0.0, 225.0]",timeaware,7,0.024902990948794515,0.08366732368032015,-0.026086226428627672,0.3149428877382902,0.3410291141669179,0.000292874279186281,27.265414404416937,0.3149428877382902,-0.026086226428627672
B5_GMe_F090_R2.txt,5,5,Me,methane,methane,3,3,090,225.0,2,late,"[0.0, 0.0, 0.0, 225.0]",legacy,0,1.5254404291211536,0.3184896998703736,0.40369296632905843,1.701151105173551,1.2974581388444926,-0.00023769183516796446,1677.4501674035153,1.701151105173551,0.40369296632905843
B5_GMe_F090_R2.txt,5,5,Me,methane,methane,3,3,090,225.0,2,late,"[0.0, 0.0, 0.0, 225.0]",legacy,1,0.9764916149228284,0.1859265715560661,0.3099608902117212,1.0907496683619586,0.7807887781502374,5.900093562328528e-05,1073.7983945107744,1.0907496683619586,0.3099608902117212
B5_GMe_F090_R2.txt,5,5,Me,methane,methane,3,3,090,225.0,2,late,"[0.0, 0.0, 0.0, 225.0]",legacy,2,1.7877301070854439,0.3517188787197475,0.5696757900629547,1.9855203656708975,1.415844575607943,-0.000162913194200102,1965.8439212037124,1.9855203656708975,0.5696757900629547
