client,split,sample_index,true_class,route_class,true_ppm,phase,pred_class,H1_federated_source_ridge_ppm,prob_class_0,prob_class_1,prob_class_2,prob_class_3,confidence,route_correct,pred_84d_h1_ppm,pred_ppm,abs_error,squared_error
C3,calibration,0,2,2,50.0,2,2,12.5,0.0001841278135543689,0.0007253282237797976,0.9990904331207275,8.164580833636137e-08,0.9990904331207275,1,50.47308748147072,50.47308748147072,0.47308748147072066,0.22381176512430948
C3,calibration,1,2,2,75.0,1,2,36.21295013268772,0.00013751638471148908,0.00041635995148681104,0.9994459748268127,6.464933477445811e-08,0.9994459748268127,1,74.8464369494558,74.8464369494558,0.15356305054419295,0.023581610492438357
C3,calibration,2,2,2,25.0,1,2,12.5,0.00015658294432796538,0.0008182547753676772,0.9990249872207642,7.49303623592823e-08,0.9990249872207642,1,21.167891607832495,21.167891607832495,3.8321083921675054,14.685054729320624
C3,calibration,3,1,1,225.0,1,1,250.0,0.00032562005799263716,0.9996110796928406,6.32514784228988e-05,2.228312467877913e-08,0.9996110796928406,1,222.1882283679882,222.1882283679882,2.811771632011812,7.906059710586369
C3,calibration,4,3,3,100.0,1,3,172.00556857426886,4.147921117692022e-06,8.380141025554622e-08,5.319611773302313e-07,0.999995231628418,0.999995231628418,1,102.49701572139611,102.49701572139611,2.49701572139611,6.235087512899336
C3,calibration,5,2,2,62.5,1,2,20.467673326086324,0.0001723688910715282,0.0009647401166148484,0.9988627433776855,7.518961098185173e-08,0.9988627433776855,1,64.85255409506053,64.85255409506053,2.352554095060526,5.534510770186051
C3,calibration,6,2,2,62.5,0,2,36.68450682752777,5.6093642342602834e-05,0.00019903275824617594,0.999744713306427,6.17689721593706e-08,0.999744713306427,1,63.28577314033769,63.28577314033769,0.7857731403376889,0.6174394280761533
C3,calibration,7,1,1,75.0,1,1,247.4154051761029,0.0003192981530446559,0.9994944334030151,0.00018617374007590115,2.3655916336906557e-08,0.9994944334030151,1,69.46171085761249,69.46171085761249,5.538289142387512,30.672646624687406
C3,calibration,8,2,2,87.5,1,2,18.30920889064099,0.00018951689708046615,0.0006786705926060677,0.9991317391395569,7.863920359341137e-08,0.9991317391395569,1,85.95778448241535,85.95778448241535,1.5422155175846513,2.3784287026788937
C3,calibration,9,1,1,150.0,1,1,250.0,0.00019313949451316148,0.9997039437294006,0.00010281085997121409,2.410293653554163e-08,0.9997039437294006,1,150.4328668158891,150.4328668158891,0.43286681588909914,0.18737368029796725
C3,calibration,10,3,3,200.0,2,3,250.0,3.869914507959038e-06,8.621817215725969e-08,5.268660174806428e-07,0.9999954700469971,0.9999954700469971,1,200.50797200990047,200.50797200990047,0.5079720099004703,0.2580355628423235
C3,calibration,11,2,2,125.0,2,2,53.906791979648816,0.00026931066531687975,0.0005641853203997016,0.9991663694381714,7.21548900628477e-08,0.9991663694381714,1,123.07081839230699,123.07081839230699,1.9291816076930104,3.721741675460988
C3,calibration,12,2,2,100.0,2,2,35.20233507840291,0.00019810865342151374,0.0006440645083785057,0.9991576671600342,7.447009409133898e-08,0.9991576671600342,1,99.86051151685325,99.86051151685325,0.13948848314674933,0.019457036930580974
C3,calibration,13,0,0,112.5,2,0,73.77374394254494,0.9996753931045532,0.000200874317670241,0.0001201139748445712,3.5498089800967136e-06,0.9996753931045532,1,105.9691516759201,105.9691516759201,6.530848324079898,42.65197983213721
C3,calibration,14,3,3,25.0,0,3,54.89585091495985,4.145299499214161e-06,8.420115449325749e-08,5.34918399353046e-07,0.999995231628418,0.999995231628418,1,25.574932790988967,25.574932790988967,0.5749327909889672,0.33054771415436346
C3,calibration,15,1,1,100.0,0,1,250.0,0.0002468733873683959,0.9993459582328796,0.0004072117735631764,2.5129825331760003e-08,0.9993459582328796,1,102.48756983436414,102.48756983436414,2.4875698343641375,6.188003680838422
C3,calibration,16,3,3,125.0,2,3,202.4305935089808,4.055364570376696e-06,8.537279683196175e-08,5.222819368100318e-07,0.9999953508377075,0.9999953508377075,1,127.67974412464116,127.67974412464116,2.679744124641161,7.181028573548821
C3,calibration,17,0,0,125.0,1,0,63.87996364055846,0.9996778964996338,0.00018290820298716426,0.0001354781852569431,3.668849558380316e-06,0.9996778964996338,1,120.60575803874326,120.60575803874326,4.394241961256739,19.309362414069472
C3,calibration,18,0,0,125.0,0,0,125.0,0.9996721744537354,0.00016729066555853933,0.00015674701717216522,3.7821503156010294e-06,0.9996721744537354,1,118.63668336656245,118.63668336656245,6.363316633437549,40.49179857738298
C3,calibration,19,1,1,250.0,0,1,250.0,0.00033709267154335976,0.9990122318267822,0.0006506417412310839,3.48328512700391e-08,0.9990122318267822,1,250.0,250.0,0.0,0.0
C3,calibration,20,2,2,112.5,2,2,57.054639812610205,0.00026086767320521176,0.0021033133380115032,0.9976357221603394,7.958582415312776e-08,0.9976357221603394,1,113.55871235120529,113.55871235120529,1.058712351205287,1.120871842594627
C3,calibration,21,2,2,75.0,0,2,45.98321673013214,0.00020230782683938742,0.0004973695031367242,0.9993002414703369,7.508980104375951e-08,0.9993002414703369,1,76.1485309915866,76.1485309915866,1.1485309915865969,1.3191234386348916
