relative_path,filename,client_id,gas,class_id,concentration,repeat_id,bytes,sha256
B1_GCO_F010_R1.txt,B1_GCO_F010_R1.txt,1,carbon_monoxide,1,25.0,1,3869000,07be7255696224ae14eb35d6fefcc45aac99fb580650ad3490292a8eac6afb88
B1_GCO_F010_R2.txt,B1_GCO_F010_R2.txt,1,carbon_monoxide,1,25.0,2,4376861,ab5550498be5b42072bc58f032b0c09fc01079fe0f31a924085bce38fd808607
B1_GCO_F010_R3.txt,B1_GCO_F010_R3.txt,1,carbon_monoxide,1,25.0,3,4376204,4234fc7e37386274eacf001dc4452e246c8d2f30bfd11544f8e3e54c5d1ee63e
B1_GCO_F010_R4.txt,B1_GCO_F010_R4.txt,1,carbon_monoxide,1,25.0,4,4277581,0e8fcdd17a4cf5f724adbd619690dfce39396422b005bc2a765e28b23139b3cb
B1_GCO_F020_R1.txt,B1_GCO_F020_R1.txt,1,carbon_monoxide,1,50.0,1,4379854,71757bcf9f19de504699fdf12c288acbcb70f6409d9247a97d5feb6dc8d92fc8
B1_GCO_F020_R2.txt,B1_GCO_F020_R2.txt,1,carbon_monoxide,1,50.0,2,4380000,5ac991d62be3f42ccc9983f8829b8e63946686e3e0b4e415f14910f7eb310ead
B1_GCO_F020_R3.txt,B1_GCO_F020_R3.txt,1,carbon_monoxide,1,50.0,3,4375620,e07dc29c7631073599ed72e8ad9b356403b2e15b102a6947fd70b2a64381bb33
B1_GCO_F020_R4.txt,B1_GCO_F020_R4.txt,1,carbon_monoxide,1,50.0,4,4274296,af5d9fecac2f6466fceaed6c57afefa96e26fd4a97caebbd194181eba5b40e14
B1_GCO_F030_R1.txt,B1_GCO_F030_R1.txt,1,carbon_monoxide,1,75.0,1,3773370,ee6c6144e52471a780e39d7212ca32a5ee25c881d746e20b4684403d62c0a13d
B1_GCO_F030_R2.txt,B1_GCO_F030_R2.txt,1,carbon_monoxide,1,75.0,2,4375474,48271a44c10db81fac1dfecd653a29a6801f1f650a340057c3135fac271b3246
B1_GCO_F030_R3.txt,B1_GCO_F030_R3.txt,1,carbon_monoxide,1,75.0,3,4379708,b87d67c4825c8c6d6dba657d4a80d2a3681a5e7cc57ebe5dce0651598b600f4a
B1_GCO_F030_R4.txt,B1_GCO_F030_R4.txt,1,carbon_monoxide,1,75.0,4,4274077,dae1dbd3883d9ea616c5a056b439428c35cabb59bf9061fe1f197b2cc27a58d0
B1_GCO_F040_R1.txt,B1_GCO_F040_R1.txt,1,carbon_monoxide,1,100.0,1,4380000,2c306cdcc2245406b5b0dc2601e6777fe6801464094bbcc5ab89acc615f973b3
B1_GCO_F040_R2.txt,B1_GCO_F040_R2.txt,1,carbon_monoxide,1,100.0,2,4380000,5d68405df731e0440e90064c3cbf18d01cfad335bd3c5bd84b1a00ee50a6fc87
B1_GCO_F040_R3.txt,B1_GCO_F040_R3.txt,1,carbon_monoxide,1,100.0,3,4380000,cb900da78360db476082a4c34be8dfdd745b5081e8d966d3488c27aa34ca2a19
B1_GCO_F040_R4.txt,B1_GCO_F040_R4.txt,1,carbon_monoxide,1,100.0,4,4250790,ba8baf7fd9c3dad4ed2cd61509ff4839c6882e20150d70d41f8e21928639ed81
B1_GCO_F050_R1.txt,B1_GCO_F050_R1.txt,1,carbon_monoxide,1,125.0,1,3521228,4644ee21f07323b8eff44cfe4cb4a88c428044cdd72c1612f1014f7c9da281d9
B1_GCO_F050_R2.txt,B1_GCO_F050_R2.txt,1,carbon_monoxide,1,125.0,2,4368466,2d684065442a22beaa2da4af93328abedb55ace0b2b1f7dca4dab62e6ae60e84
B1_GCO_F050_R3.txt,B1_GCO_F050_R3.txt,1,carbon_monoxide,1,125.0,3,4380000,1d9f1e92b3e2ef0d26fd4cd83b25fbb12103b23b041932b271e17f4c3fed0a16
B1_GCO_F050_R4.txt,B1_GCO_F050_R4.txt,1,carbon_monoxide,1,125.0,4,4270354,27514b5e79adf7d224bc11ab2e2e844b276f8f7b024f708eccaa2bd661752e85
B1_GCO_F060_R1.txt,B1_GCO_F060_R1.txt,1,carbon_monoxide,1,150.0,1,4377153,c57cf35a267fb0d1d990f09db82dcfb28eaf3dd19d2bc1d5efa622f42251bb25
B1_GCO_F060_R2.txt,B1_GCO_F060_R2.txt,1,carbon_monoxide,1,150.0,2,4378686,db7ba1aa2180d43540a48ac7ea7785670f8460b2c7665f27ad385e3b5a2186ca
B1_GCO_F060_R3.txt,B1_GCO_F060_R3.txt,1,carbon_monoxide,1,150.0,3,4380000,14531f7314ae4989664c3d9a892d3c2bb8bd2f5ce413e60cb71b0a8233597a74
B1_GCO_F060_R4.txt,B1_GCO_F060_R4.txt,1,carbon_monoxide,1,150.0,4,4257360,9c8d0780d41302f5f771699600564dc0e57a257519e8c8cdd5368b384d11d7ac
B1_GCO_F070_R1.txt,B1_GCO_F070_R1.txt,1,carbon_monoxide,1,175.0,1,4378905,81d316ff5b4431e787bb7d295f059e863e12249b8a290a2b7a2c16ba330d344d
B1_GCO_F070_R2.txt,B1_GCO_F070_R2.txt,1,carbon_monoxide,1,175.0,2,4379854,d1be2b035d4d55e8024d82f2c247196d8c45e87b867d356766bedde8595ec6af
B1_GCO_F070_R3.txt,B1_GCO_F070_R3.txt,1,carbon_monoxide,1,175.0,3,4378978,da6530d5750be667ab550b145eb20c84c3b21e1004a80d0f58bb91a0cd2e2da4
B1_GCO_F070_R4.txt,B1_GCO_F070_R4.txt,1,carbon_monoxide,1,175.0,4,4269332,47011539f71cc60c54670f71448a213a01108329360af5cedb90495e1222dc3c
B1_GCO_F080_R1.txt,B1_GCO_F080_R1.txt,1,carbon_monoxide,1,200.0,1,4380000,767d3f9d7ae8f24df95c7d094e55a16ccc93bb3c0b8cbf1a6a08e0018148e0da
B1_GCO_F080_R2.txt,B1_GCO_F080_R2.txt,1,carbon_monoxide,1,200.0,2,4376715,4afe28d08e5f530c6708eeb34760669ecb5ef7642f90691db8e2683b751a8111
B1_GCO_F080_R3.txt,B1_GCO_F080_R3.txt,1,carbon_monoxide,1,200.0,3,4379927,7453a2603928722be4f057fa5a7020d399b95d82cbad4de9527729ff686c15b5
B1_GCO_F080_R4.txt,B1_GCO_F080_R4.txt,1,carbon_monoxide,1,200.0,4,4279114,685559f9d8c9cdd57a933e9787270dbc0175b8c5a77b043481047b0220aff847
B1_GCO_F090_R1.txt,B1_GCO_F090_R1.txt,1,carbon_monoxide,1,225.0,1,4374817,ca4e6d6cc78a035723a83a7bc105727082e44559149d72be780a14946b9126ae
B1_GCO_F090_R2.txt,B1_GCO_F090_R2.txt,1,carbon_monoxide,1,225.0,2,4378248,8e181ca40bda765cf8f1127236255ad8bce600c363ee38cd0ce3a5e3a1f111bf
B1_GCO_F090_R3.txt,B1_GCO_F090_R3.txt,1,carbon_monoxide,1,225.0,3,4374306,bd8aa08a1fca61a41d8c078487be2cde4cc4b10fc3b5d3f028b90de11e0112c1
B1_GCO_F090_R4.txt,B1_GCO_F090_R4.txt,1,carbon_monoxide,1,225.0,4,4257871,08349b3c5b075bcfe1cf31301916514e269e70863a07aba591dfe72d7183aecb
B1_GCO_F100_R1.txt,B1_GCO_F100_R1.txt,1,carbon_monoxide,1,250.0,1,4380000,1060e1154033b65be5ebfab72472f72871e4c37a717b5fb7f76a3da617d7aa62
B1_GCO_F100_R2.txt,B1_GCO_F100_R2.txt,1,carbon_monoxide,1,250.0,2,4379635,5fb7799175465c181c5b18c9982bdc67e0b3c5241bda21fc28110b34727e3b26
B1_GCO_F100_R3.txt,B1_GCO_F100_R3.txt,1,carbon_monoxide,1,250.0,3,4380000,820e2f2c63c0ae149dc931e2f730e779c83d8b57a5a9e03deb635cfbf27d3454
B1_GCO_F100_R4.txt,B1_GCO_F100_R4.txt,1,carbon_monoxide,1,250.0,4,4278019,e8041791ea372789f3596e43f36dfd3ebead7b25d1c6dd87ed99e10ed9415b0d
B1_GEa_F010_R1.txt,B1_GEa_F010_R1.txt,1,ethanol,0,12.5,1,4379854,94ec33deccb9bd6daf5a699262836c106ac09f1e8ccd9f30bde6fecb7beaccee
B1_GEa_F010_R2.txt,B1_GEa_F010_R2.txt,1,ethanol,0,12.5,2,4379927,4d83c59ae1c9eea160ef2f2221b9731c653cbfe87f78dd18636e857020b80aad
B1_GEa_F010_R3.txt,B1_GEa_F010_R3.txt,1,ethanol,0,12.5,3,4379562,9af84e0156db6438757c548033db380c9ff0e6110acfc9be997d50a969e550d6
B1_GEa_F010_R4.txt,B1_GEa_F010_R4.txt,1,ethanol,0,12.5,4,4362626,c49c765fb4c4b395bb046d7346bf9baceb5a0bfbca14b68986bada3cb2e9d716
B1_GEa_F020_R1.txt,B1_GEa_F020_R1.txt,1,ethanol,0,25.0,1,4379927,1b56d2570f32d3a08f040c848cacefac7017241fdf5281b084ab6aba83b32006
B1_GEa_F020_R2.txt,B1_GEa_F020_R2.txt,1,ethanol,0,25.0,2,4380000,3dfae51ead78044a18f0f49848e9ade2b3243aab56719b5afcb434591930d173
